30,119270,"@AppleSupport Can you get my iPhone 7plus back on the old iOS please?  Battery runs out in half the time, apps now frequently crash."
31,119271,@105844 We'd be happy to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT
32,119272,You’ve paralysed my phone with your update @76099 grrrrrrrrrr
33,119273,"@82476 🤔 We'd like to help Sam, which number is calling you? Please DM us more info so we can advise further. https://t.co/5pyLDJBC6r"
34,119274,"@O2 I received this a few weeks ago, since then I've been getting 2/3 calls a day from a telemarketer. Is someone using your name? https://t.co/GLtz4XHcex"
35,119275,"@105845 I understand this is a frustrating experience, please send a DM with your account information so I can look into this matter for you. -AD"
36,119276,"My internet is down and xfinity talkin about 24-72 hours... y’all have the game messed up. 

@77245"
37,119277,@105676 I understand how you frustrated this situation can be. Please follow us by sending a DM for further assistance. Sprint Cares. -AC
38,119278,@76803  I service last 40 min sprint can I get a refund https://t.co/wYPw9hP6wt
39,119279,@105846 We'd like to help. What happens when you try to listen to Apple Music &amp; use WhatsApp? Does the music pause? Let us know in DM. https://t.co/GDrqU22YpT
40,119280,So the new @76099 update does not let me listen to music and go on whatsapp at the same time?!?
41,119281,@105847 Hi Harry! Help's here. Can you check if logging out &gt; restarting your device &gt; logging back in makes a difference? Keep us posted /MU
42,119282,@SpotifyCares seems to be working at this stage. Will let you know if it happens again. Cheers
43,119284,@105847 Sure thing. We'll keep an eye out for your update /MU
44,119285,@SpotifyCares problem has come back again today. is there some kind of bug?
45,119286,"@105847 Thanks for giving us a nudge about this. What device, operating system, and Spotify version is this happening on? /AY"
46,119287,"@SpotifyCares It's on a Macbook Air (early 2014), running High Sierra, spotify version 1.0.65.320.gac7a8e02"
47,119288,@105847 Got it. Can you try the steps here for us: https://t.co/EqisDMwZAT? They should help with this. Let us know how it plays out /AY
48,119283,@SpotifyCares i've been having issues with playback. songs have been stopping midway through and won't restart unless i close and reopen app
49,119289,@105848 Let's take a look. What is the exact iOS you're using? Are you using any specific apps when noticing this? DM us your reply. https://t.co/GDrqU22YpT
50,119290,@AppleSupport Latest version 😡😡 I have read the help page turned off virtually all apps and location svs too - but in typing this I dropped 3% life
51,119291,@AppleSupport Super help - problem solved 😀 once again in love with Apple
52,119292,@AppleSupport #ios11update - is still killing my battery within 12 hours - phone is 10 months old - it’s a disgrace - used to get 2 days
53,119293,@105849 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT
54,119294,"Took my phone off charge at 7:20am.

8:03am - 60% battery remaining.

@76099 plz I beg you, sort your battery life out😩"
55,119295,"@105850 Once the points load and you hit the number, you get it immediately! You'll even receive a congrats email. Are you almost there? ^AC"
56,119296,@SouthwestAir I am! Thank you for the answer!!
57,119297,@southwestair Just curious....will I get the companion pass the exact moment I get enough points? It will I have to wait? Thanks!
58,119298,@105851 We'd like to provide some assistance with this. Tell us more about the issue you're experiencing in DM. We'll go from there. https://t.co/GDrqU22YpT
59,119299,@AppleSupport I need a new code for my I-store. I haven’t recd any but msg is too many sent. Help!
60,119300,"@105852 Are you experiencing an issue with your device? If so, DM us with what's going on. We'll see how we can help from there. https://t.co/GDrqU22YpT"
61,119301,@76099 @AppleSupport fix this update. It’s horrible
62,119266,"@105842 I appreciate it's after 15:30 now, so hopefully you will depart very soon. We're sorry for any inconvenience the delay has caused. 2/2 ^JR"
63,119302,"@British_Airways Thanks for your answer. Response onsite was that Aircraft will not depart today, so rebooking to @105853 with now 4h delay..."
64,119303,@105842 Very sorry to hear this.  We hope you get everything sorted.   Kind Regards ^Jools
65,119304,"@105854 I am sorry for the poor experience. Can you please DM the full service address and name on the account, as we ass... https://t.co/JEZhqGdBMd"
66,119305,@Ask_Spectrum It's just in my yard. I've called 4-5 times in 6 weeks. I'm not a customer but it's pretty tempting. I do have some coaxial
67,119306,@76501 I guess this means free cable for the neighborhood. https://t.co/FBgEE9YXPm
68,119308,"@105855 Hi Thomas, if a colleague believes the person buying alcohol looks under 25, they will be challenged for ID to prove they're of age. - Paige"
69,119309,@Tesco Maybe hire colleagues who can see?
70,119310,@Tesco The point is if it's enforced they do it properly or they don't. Plus take some common-sense and think does that person look over 18?
71,119311,"@105855 Hi Thomas, this is correct but this helps our store colleagues judge age and protect them from making underage sales. Amanda"
72,119313,@Tesco Uk offlicense law is 18. Not 25
73,119314,"@105855 Hi Thomas, we operate a Think 25 policy at our stores. I'd be flattered to be ID'd. :-) - Helena"
74,119315,Got id's @Tesco for buying one Adnams Broadside. Is being blind part of the job-spec? I am 35 and 99 kilos.
75,119317,"@105856 Hi there, could you try deleting your cache and cookies and reinstalling the app if using it? This should fix the issue :) - Dani"
76,119318,@Tesco Will I lose all the shopping I've done if I delete the cache/cookies (not using app)?
77,119320,"@105856 Hi there, as long as you sign out of your account prior to deleting your cache &amp; cookies, you'll still have a full basket :) Thanks - Mike"
78,119321,@Tesco Done all that. Still telling me there are no delivery slots whatsoever.
79,119322,"@105856 Can you DM me your full name, address and email? I'd be happy to look into this further for you :) Thanks - Mike"
80,119319,"Hey @Tesco, your website's broken. It's telling me there are no delivery slots for the next 3 weeks, which I find slightly unlikely."
81,119323,@105857 Is there a particular app that seems to cause these issues more than others? What model iPhone are you using? Join us in DM. https://t.co/GDrqU22YpT
82,119324,@AppleSupport I have the latest version iOS. It started immediately after I updated my phone.
83,119325,@105857 We'd like to help if we can. When did this start happening? Which version of iOS are you running currently?
84,119326,My apps stop working without warning and my phone freezes every five minutes! Love the new update @76099!!!!
85,119327,"@105858 Hi Agoura, thanks for tweeting. Please refer to this article: https://t.co/BSsgjZARTc &amp; click the link to reply back. ^Rashmi https://t.co/a2xkfCrUG1"
86,119328,@HPSupport Problem with printhead  Serial# TH536D1HN #hpcswus #hpprnt
87,119329,@105859 UPS has a service called My Choice that will allow your packages to be delivered to UPS Store. ^ML  https://t.co/BPZKndqww1 https://t.co/wKJHDXWGRQ
88,119330,@105860 I wish Amazon had an option of where I can just get it shipped to the ups store so I can avoid a lot of the struggle
89,119331,They reschedule my shit for tomorrow https://t.co/RsvZcT982t
90,119332,"@105861 Hey Sara, sorry to hear of the issues you are having, can I ask if it's the lay out or just the speed of the website responding? TY - Chris"
91,119333,@Tesco bit of both - finding the layout cumbersome and when removing an item from faves - getting a huge slowdown. Not keen on the thin green line https://t.co/9281OKEebk
92,119335,"@105861 If that doesn't help please DM your full name, address and email including the browser and device so we can log this. Thanks - Lee 2/2"
